type,xaccl,yaccl,zaccl,xmagnet,ymagnet,zmagnet,xgyro,ygyro,zgyro,id 
tiltRightBack, 0.0, 0.0, 0.015625, -0.30517578125, 0.1220703125,0.1220703125,0.03814697265625,-0.946044921875,2.2735595703125,BD5169BC-05C8-4049-92F4-4E3827EA44BA 
tiltRight, 0.0, 0.0, 0.03125, -0.213623046875, 0.091552734375,-0.091552734375,0.48065185546875,0.030517578125,2.288818359375,40AB706F-6E09-48F9-8274-6746E9FD724A 
tiltRight, 0.0, 0.0, 0.03125, -0.18310546875, 0.1220703125,0.0,57.5637817382812,31.0516357421875,12.26806640625,40AB706F-6E09-48F9-8274-6746E9FD724A 
tiltRight, 0.0, 0.03125, -0.0625, 0.244140625, -0.1220703125,5.126953125,81.7947387695312,41.0995483398438,13.0462646484375,40AB706F-6E09-48F9-8274-6746E9FD724A 
tiltRight, 0.0625, -0.0625, -0.1875, -0.518798828125, -0.732421875,10.43701171875,29.0374755859375,8.8348388671875,18.0892944335938,40AB706F-6E09-48F9-8274-6746E9FD724A 
tiltRightBack, 0.0625, -0.0625, -0.15625, -0.579833984375, -1.495361328125,11.077880859375,-8.48388671875,-4.69207763671875,0.6561279296875,7E1C4E80-43F1-4F18-ADA6-17D947092CA4 
tiltRightBack, 0.0625, -0.0625, -0.15625, -0.30517578125, -1.251220703125,10.528564453125,-3.66973876953125,-0.29754638671875,1.57928466796875,7E1C4E80-43F1-4F18-ADA6-17D947092CA4 
tiltRightBack, 0.0625, -0.046875, -0.171875, -0.30517578125, -1.251220703125,10.528564453125,-0.9002685546875,-1.10626220703125,2.43377685546875,7E1C4E80-43F1-4F18-ADA6-17D947092CA4 
tiltRightBack, 0.0625, -0.046875, -0.171875, -0.3662109375, -1.190185546875,10.25390625,-37.6052856445312,-46.3409423828125,-10.7879638671875,7E1C4E80-43F1-4F18-ADA6-17D947092CA4 
tiltRight, 0.0, 0.0, 0.046875, -1.03759765625, 0.091552734375,-2.288818359375,4.364013671875,5.48553466796875,2.7008056640625,A79F4EBB-00CE-4482-BD5E-36AD84D48BCB 
tiltRight, 0.0, 0.0, 0.046875, -0.9765625, 0.244140625,-2.3193359375,-2.05230712890625,-2.7923583984375,2.09808349609375,A79F4EBB-00CE-4482-BD5E-36AD84D48BCB 
tiltRight, 0.0, 0.0, 0.0625, -1.068115234375, 0.091552734375,-2.532958984375,0.732421875,-0.03814697265625,1.953125,A79F4EBB-00CE-4482-BD5E-36AD84D48BCB 
tiltRight, -0.015625, 0.0, 0.03125, -0.885009765625, 0.091552734375,-2.166748046875,1.35040283203125,2.899169921875,2.0904541015625,A79F4EBB-00CE-4482-BD5E-36AD84D48BCB 
tiltRightBack, 0.0625, -0.09375, -0.171875, -1.40380859375, -0.79345703125,13.36669921875,-7.86590576171875,-3.22723388671875,3.34930419921875,E4F9C27C-5BA0-432F-A23F-F74584E67AA2 
tiltRightBack, 0.046875, -0.078125, -0.171875, -1.15966796875, -0.762939453125,12.75634765625,2.05230712890625,2.5482177734375,2.17437744140625,E4F9C27C-5BA0-432F-A23F-F74584E67AA2 
tiltRightBack, 0.0625, -0.078125, -0.171875, -1.312255859375, -0.79345703125,12.847900390625,-1.3427734375,-0.57220458984375,2.6397705078125,E4F9C27C-5BA0-432F-A23F-F74584E67AA2 
tiltRightBack, 0.0625, -0.078125, -0.171875, -1.220703125, -0.823974609375,12.87841796875,-1.3427734375,-0.57220458984375,2.6397705078125,E4F9C27C-5BA0-432F-A23F-F74584E67AA2 
tiltRight, 0.0, 0.0, 0.046875, -0.335693359375, -0.396728515625,-2.25830078125,9.13238525390625,6.0577392578125,5.48553466796875,CD60A1BC-25B0-4A47-997D-096EF054AC26 
tiltRight, 0.0, 0.015625, 0.046875, -0.3662109375, -0.457763671875,-1.953125,-0.3509521484375,1.31988525390625,3.27301025390625,CD60A1BC-25B0-4A47-997D-096EF054AC26 
tiltRight, 0.015625, 0.015625, 0.046875, -0.518798828125, -0.54931640625,-2.166748046875,-0.3509521484375,1.31988525390625,3.27301025390625,CD60A1BC-25B0-4A47-997D-096EF054AC26 
tiltRight, -0.015625, 0.015625, 0.015625, -0.396728515625, -0.54931640625,-1.8310546875,0.54168701171875,1.983642578125,2.5634765625,CD60A1BC-25B0-4A47-997D-096EF054AC26 
tiltRightBack, 0.09375, -0.109375, -0.1875, -2.288818359375, -1.40380859375,15.2587890625,-2.9449462890625,-0.96893310546875,2.99072265625,CC2B9D93-3733-43D3-8884-4F9734B7E95F 
tiltRightBack, 0.0625, -0.09375, -0.1875, -2.105712890625, -1.251220703125,14.556884765625,-2.9449462890625,-0.96893310546875,2.99072265625,CC2B9D93-3733-43D3-8884-4F9734B7E95F 
tiltRightBack, 0.0625, -0.09375, -0.1875, -1.800537109375, -1.28173828125,13.824462890625,-2.32696533203125,-0.87738037109375,0.18310546875,CC2B9D93-3733-43D3-8884-4F9734B7E95F 
tiltRightBack, 0.078125, -0.109375, -0.171875, -1.64794921875, -1.312255859375,13.5498046875,-13.1378173828125,-14.5645141601562,2.43377685546875,CC2B9D93-3733-43D3-8884-4F9734B7E95F 
tiltRight, 0.015625, 0.0, 0.0625, -0.213623046875, -0.79345703125,-2.532958984375,4.638671875,2.3040771484375,-1.6937255859375,8A5C4E32-8491-4B51-AD0E-CE49D1A833E0 
tiltRight, 0.0, 0.0, 0.03125, -0.213623046875, -0.79345703125,-2.532958984375,0.9613037109375,6.91986083984375,-0.96893310546875,8A5C4E32-8491-4B51-AD0E-CE49D1A833E0 
tiltRight, 0.0, 0.015625, 0.046875, 0.0, -0.9765625,-2.25830078125,0.9613037109375,6.91986083984375,-0.96893310546875,8A5C4E32-8491-4B51-AD0E-CE49D1A833E0 
tiltRight, 0.0, 0.015625, 0.046875, -0.152587890625, -0.762939453125,-2.5634765625,-0.2593994140625,-0.67901611328125,1.76239013671875,8A5C4E32-8491-4B51-AD0E-CE49D1A833E0 
tiltRightBack, 0.09375, -0.109375, -0.203125, -1.861572265625, -2.593994140625,13.824462890625,3.50189208984375,2.532958984375,7.75146484375,44C68A0A-1030-47F1-8C01-BF4F7E1476F3 
tiltRightBack, 0.09375, -0.109375, -0.1875, -1.52587890625, -2.349853515625,13.336181640625,-7.11822509765625,-6.8359375,0.69427490234375,44C68A0A-1030-47F1-8C01-BF4F7E1476F3 
tiltRightBack, 0.078125, -0.078125, -0.1875, -1.220703125, -2.0751953125,13.275146484375,-7.11822509765625,-6.8359375,0.69427490234375,44C68A0A-1030-47F1-8C01-BF4F7E1476F3 
tiltRightBack, 0.078125, -0.078125, -0.1875, -1.15966796875, -2.0751953125,13.36669921875,-9.75799560546875,-4.55474853515625,1.82342529296875,44C68A0A-1030-47F1-8C01-BF4F7E1476F3 
tiltRight, 0.0, 0.0, 0.046875, -0.213623046875, -0.518798828125,-1.64794921875,-1.04522705078125,-2.2430419921875,4.5013427734375,99586D16-155C-4C78-B245-D999D30C8F80 
tiltRight, 0.015625, 0.015625, 0.046875, -0.213623046875, -0.518798828125,-1.64794921875,-1.04522705078125,-2.2430419921875,4.5013427734375,99586D16-155C-4C78-B245-D999D30C8F80 
tiltRight, 0.015625, 0.015625, 0.03125, -0.091552734375, -0.579833984375,-1.708984375,0.09918212890625,0.93841552734375,2.58636474609375,99586D16-155C-4C78-B245-D999D30C8F80 
tiltRight, 0.015625, 0.0, 0.03125, -0.030517578125, -0.518798828125,-1.800537109375,0.09918212890625,0.93841552734375,2.58636474609375,99586D16-155C-4C78-B245-D999D30C8F80 
tiltRightBack, 0.078125, -0.09375, -0.1875, -1.5869140625, -1.251220703125,13.427734375,21.6293334960938,-3.509521484375,3.91387939453125,DD315B16-2925-48B6-828F-D01A19FD3204 
tiltRightBack, 0.0625, -0.09375, -0.171875, -1.129150390625, -1.220703125,12.75634765625,-6.77490234375,-11.871337890625,8.056640625,DD315B16-2925-48B6-828F-D01A19FD3204 
tiltRightBack, 0.0625, -0.078125, -0.171875, -1.007080078125, -1.46484375,12.51220703125,-8.20159912109375,1.3427734375,-1.70135498046875,DD315B16-2925-48B6-828F-D01A19FD3204 
tiltRightBack, 0.0625, -0.078125, -0.15625, -0.274658203125, -1.068115234375,10.68115234375,-8.20159912109375,1.3427734375,-1.70135498046875,DD315B16-2925-48B6-828F-D01A19FD3204 
tiltRight, 0.015625, 0.015625, 0.03125, 0.274658203125, -1.068115234375,-2.410888671875,6.06536865234375,-4.41741943359375,3.2958984375,8B3AAF95-2A48-47C9-9D20-CDEF4E981429 
tiltRight, 0.03125, 0.0, 0.03125, 0.18310546875, -1.03759765625,-2.01416015625,0.213623046875,-0.0457763671875,2.73895263671875,8B3AAF95-2A48-47C9-9D20-CDEF4E981429 
tiltRight, 0.015625, 0.015625, 0.03125, 0.396728515625, -1.0986328125,-1.708984375,1.220703125,0.701904296875,3.79180908203125,8B3AAF95-2A48-47C9-9D20-CDEF4E981429 
tiltRight, 0.015625, 0.015625, 0.03125, 0.3662109375, -1.129150390625,-1.983642578125,1.220703125,0.701904296875,3.79180908203125,8B3AAF95-2A48-47C9-9D20-CDEF4E981429 
tiltRightBack, 0.0625, -0.09375, -0.171875, -1.708984375, -0.67138671875,13.61083984375,-2.2735595703125,-7.1258544921875,6.03485107421875,47CC9CFB-0EBE-4BFF-BAAE-35594408EF3D 
tiltRightBack, 0.046875, -0.078125, -0.171875, -1.556396484375, -0.67138671875,13.275146484375,-2.716064453125,-0.72479248046875,2.62451171875,47CC9CFB-0EBE-4BFF-BAAE-35594408EF3D 
tiltRightBack, 0.046875, -0.078125, -0.171875, -1.52587890625, -0.732421875,13.519287109375,-2.716064453125,-0.72479248046875,2.62451171875,47CC9CFB-0EBE-4BFF-BAAE-35594408EF3D 
tiltRightBack, 0.0625, -0.09375, -0.140625, -1.312255859375, -0.762939453125,12.939453125,-60.8596801757812,-0.40435791015625,-36.7431640625,47CC9CFB-0EBE-4BFF-BAAE-35594408EF3D
tiltRight, -0.03125, 0.0, -0.0, -0.244140625, 3.11279296875,1.861572265625,-1.73187255859375,-1.0833740234375,1.0833740234375,DB78B79D-A985-42E1-843B-5538B33C12D0 
tiltRight, -0.046875, -0.015625, -0.015625, -0.274658203125, 3.448486328125,2.0751953125,-0.48828125,3.18145751953125,1.44195556640625,DB78B79D-A985-42E1-843B-5538B33C12D0 
tiltRight, -0.046875, -0.015625, -0.0, -0.396728515625, 3.143310546875,1.861572265625,-1.953125,3.2196044921875,1.19781494140625,DB78B79D-A985-42E1-843B-5538B33C12D0 
tiltRight, -0.046875, 0.0, -0.0, -0.30517578125, 3.204345703125,1.8310546875,-1.953125,3.2196044921875,1.19781494140625,DB78B79D-A985-42E1-843B-5538B33C12D0 
tiltRightBack, -0.046875, -0.015625, -0.0, -0.518798828125, 3.387451171875,2.197265625,-1.556396484375,1.56402587890625,0.457763671875,F0F50CB7-76BC-48F9-AF54-6258487D6217 
tiltRightBack, -0.046875, -0.015625, -0.015625, -0.3662109375, 3.35693359375,1.953125,-1.556396484375,1.56402587890625,0.457763671875,F0F50CB7-76BC-48F9-AF54-6258487D6217 
tiltRightBack, -0.046875, -0.015625, -0.0, -0.274658203125, 3.23486328125,1.922607421875,-1.556396484375,1.56402587890625,0.457763671875,F0F50CB7-76BC-48F9-AF54-6258487D6217 
tiltRightBack, -0.046875, -0.015625, -0.015625, -0.335693359375, 3.41796875,2.105712890625,-1.556396484375,1.56402587890625,0.457763671875,F0F50CB7-76BC-48F9-AF54-6258487D6217 
tiltRight, -0.046875, 0.0, -0.0, -0.3662109375, 3.204345703125,1.64794921875,-1.27410888671875,2.838134765625,5.67626953125,E04CB025-0582-4901-8BDD-6DD104ABB4F4 
tiltRight, -0.046875, -0.015625, -0.0, -0.152587890625, 3.082275390625,1.89208984375,-1.27410888671875,2.838134765625,5.67626953125,E04CB025-0582-4901-8BDD-6DD104ABB4F4 
tiltRight, -0.03125, 0.0, -0.0, -0.30517578125, 3.143310546875,1.739501953125,-1.89208984375,4.72259521484375,3.42559814453125,E04CB025-0582-4901-8BDD-6DD104ABB4F4 
tiltRight, -0.046875, -0.015625, -0.0, -0.244140625, 3.204345703125,1.77001953125,28.961181640625,21.5835571289062,4.70733642578125,E04CB025-0582-4901-8BDD-6DD104ABB4F4 
tiltRightBack, 0.0, -0.09375, -0.1875, -1.617431640625, 3.35693359375,15.0146484375,-2.3193359375,0.83160400390625,-0.06103515625,608044BD-1EF1-4ED2-8973-AA2E248543B7 
tiltRightBack, 0.015625, -0.09375, -0.1875, -1.77001953125, 3.326416015625,14.923095703125,-0.885009765625,3.31878662109375,0.16021728515625,608044BD-1EF1-4ED2-8973-AA2E248543B7 
tiltRightBack, 0.015625, -0.09375, -0.1875, -1.708984375, 3.41796875,14.678955078125,-0.885009765625,3.31878662109375,0.16021728515625,608044BD-1EF1-4ED2-8973-AA2E248543B7 
tiltRightBack, 0.0, -0.09375, -0.1875, -1.77001953125, 3.570556640625,14.984130859375,-2.838134765625,-5.4168701171875,0.2593994140625,608044BD-1EF1-4ED2-8973-AA2E248543B7 
tiltRight, -0.03125, 0.0, 0.015625, -0.213623046875, 2.349853515625,-0.274658203125,2.72369384765625,5.7525634765625,1.4801025390625,3842509F-81FB-4C62-851E-ADC7EA73A885 
tiltRight, -0.03125, 0.0, 0.015625, -0.1220703125, 2.44140625,-0.152587890625,1.190185546875,3.31878662109375,-0.89263916015625,3842509F-81FB-4C62-851E-ADC7EA73A885 
tiltRight, -0.03125, 0.0, 0.015625, -0.06103515625, 2.349853515625,0.213623046875,1.190185546875,3.31878662109375,-0.89263916015625,3842509F-81FB-4C62-851E-ADC7EA73A885 
tiltRight, -0.03125, 0.0, 0.015625, -0.152587890625, 2.50244140625,0.67138671875,0.518798828125,1.46484375,-0.74005126953125,3842509F-81FB-4C62-851E-ADC7EA73A885 
tiltRightBack, 0.03125, -0.09375, -0.1875, -1.434326171875, 2.13623046875,15.2587890625,-3.8604736328125,-2.6092529296875,-1.97601318359375,4A037AF0-8C40-4D00-82F8-29CDAE931718 
tiltRightBack, 0.03125, -0.09375, -0.1875, -1.40380859375, 2.166748046875,15.167236328125,-0.213623046875,5.9356689453125,-0.42724609375,4A037AF0-8C40-4D00-82F8-29CDAE931718 
tiltRightBack, 0.03125, -0.09375, -0.203125, -1.495361328125, 2.3193359375,15.228271484375,-1.617431640625,2.72369384765625,-1.82342529296875,4A037AF0-8C40-4D00-82F8-29CDAE931718 
tiltRightBack, 0.015625, -0.09375, -0.203125, -1.373291015625, 2.38037109375,14.984130859375,-19.012451171875,-25.4287719726562,-18.2647705078125,4A037AF0-8C40-4D00-82F8-29CDAE931718 
tiltRight, -0.046875, 0.0, 0.03125, -0.518798828125, 2.685546875,-0.274658203125,1.6937255859375,3.448486328125,3.7841796875,18560CBA-1132-4837-96D9-C0D946595E65 
tiltRight, -0.046875, -0.015625, 0.03125, -0.518798828125, 2.685546875,-0.274658203125,1.983642578125,-0.4119873046875,-2.75421142578125,18560CBA-1132-4837-96D9-C0D946595E65 
tiltRight, -0.046875, -0.015625, 0.03125, -0.579833984375, 2.5634765625,-0.213623046875,0.28228759765625,4.9896240234375,-1.82342529296875,18560CBA-1132-4837-96D9-C0D946595E65 
tiltRight, -0.046875, 0.0, 0.015625, -0.42724609375, 2.655029296875,0.30517578125,2.4871826171875,2.8228759765625,-1.190185546875,18560CBA-1132-4837-96D9-C0D946595E65 
tiltRightBack, -0.015625, -0.078125, -0.171875, -1.46484375, 2.13623046875,15.19775390625,23.1857299804688,13.9923095703125,9.13238525390625,A6B392E5-D6AD-43EC-8D9B-2EA7CB51794C 
tiltRightBack, 0.03125, -0.109375, -0.203125, -1.739501953125, 1.739501953125,15.655517578125,3.8299560546875,5.0811767578125,-2.105712890625,A6B392E5-D6AD-43EC-8D9B-2EA7CB51794C 
