type,xmagnet,ymagnet,zmagnet,xgyro,ygyro,zgyro,id
tiltLeft,-0.091552734375,-0.18310546875,0.0,0.2288818359375,0.41961669921875,3.47137451171875,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,-0.1220703125,-0.152587890625,0.1220703125,1.51824951171875,-1.6021728515625,1.6632080078125,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,-0.06103515625,-0.1220703125,0.244140625,0.3662109375,-1.65557861328125,2.25830078125,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,-0.06103515625,-0.06103515625,0.48828125,0.06866455078125,-0.67138671875,3.85284423828125,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,-0.152587890625,-0.152587890625,0.152587890625,-0.64849853515625,-0.52642822265625,2.75421142578125,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,0.030517578125,0.0,0.030517578125,0.54931640625,-1.51824951171875,3.5247802734375,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,-0.030517578125,-0.1220703125,-0.274658203125,0.762939453125,-1.64031982421875,2.52532958984375,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,0.0,-0.06103515625,0.030517578125,0.457763671875,-1.68609619140625,4.29534912109375,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,0.030517578125,-0.091552734375,0.18310546875,0.05340576171875,-0.6561279296875,0.67901611328125,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,0.091552734375,-0.1220703125,-0.06103515625,0.42724609375,-1.7242431640625,2.960205078125,6F74089F-F739-437A-A5F7-9667C1BD064E
tiltLeft,-0.244140625,0.518798828125,0.640869140625,7.5531005859375,-5.45501708984375,-4.180908203125,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-0.335693359375,0.67138671875,1.190185546875,41.6412353515625,-20.6756591796875,-2.838134765625,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-0.732421875,0.701904296875,1.434326171875,79.0252685546875,-28.5797119140625,5.97381591796875,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-1.983642578125,1.312255859375,2.655029296875,77.8656005859375,-30.6549072265625,-0.3662109375,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-3.72314453125,2.166748046875,4.82177734375,65.887451171875,-24.627685546875,-7.05718994140625,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-5.523681640625,2.8076171875,6.805419921875,31.5017700195312,-15.472412109375,-10.25390625,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-6.927490234375,3.265380859375,8.819580078125,22.8424072265625,-0.48828125,-12.3062133789062,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-7.598876953125,3.326416015625,9.429931640625,13.5574340820312,-0.3814697265625,-10.009765625,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-8.11767578125,3.173828125,10.040283203125,5.31768798828125,-1.983642578125,-2.75421142578125,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-8.36181640625,3.11279296875,10.650634765625,0.74005126953125,-2.4566650390625,4.0130615234375,B944A2B6-8DA9-4DB4-9BDE-09FF0E78FACD
tiltLeft,-0.8544921875,1.190185546875,1.64794921875,0.5035400390625,-1.220703125,3.48663330078125,5558AD8C-26D2-4DB8-B649-FE844939A5B3
tiltLeft,-0.732421875,1.251220703125,1.922607421875,1.94549560546875,-1.06048583984375,2.3651123046875,5558AD8C-26D2-4DB8-B649-FE844939A5B3
