type,xmagnet,ymagnet,zmagnet,xgyro,ygyro,zgyro,id
tiltLeft,-0.48828125,0.54931640625,0.30517578125,-0.4730224609375,-0.732421875,0.84686279296875,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-0.48828125,0.579833984375,0.335693359375,1.64031982421875,0.7476806640625,1.64794921875,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-0.6103515625,0.67138671875,0.48828125,13.7481689453125,-4.69207763671875,13.427734375,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-0.946044921875,0.8544921875,0.8544921875,41.9692993164062,-4.31060791015625,9.46807861328125,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-1.8310546875,1.15966796875,1.89208984375,38.5284423828125,-4.76837158203125,11.810302734375,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-2.74658203125,1.495361328125,2.655029296875,33.5159301757812,-3.88336181640625,2.09808349609375,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-3.570556640625,1.739501953125,3.41796875,39.0853881835938,-10.101318359375,6.66046142578125,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-4.45556640625,2.197265625,4.57763671875,48.4848022460938,-13.702392578125,8.12530517578125,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-5.462646484375,2.74658203125,5.340576171875,65.032958984375,-18.6233520507812,11.2686157226562,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-6.591796875,3.326416015625,6.89697265625,39.2684936523438,-13.5879516601562,3.74603271484375,9CD3631F-AF6A-453F-9854-44CD5591DF9F
tiltLeft,-1.15966796875,1.0986328125,1.15966796875,22.3159790039062,-8.46099853515625,-3.11279296875,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-1.861572265625,1.40380859375,1.89208984375,48.980712890625,-9.16290283203125,7.48443603515625,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-2.838134765625,1.8310546875,2.716064453125,66.8563842773438,-13.3514404296875,12.2528076171875,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-4.2724609375,2.38037109375,4.33349609375,80.2001953125,-19.7525024414062,10.8795166015625,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-5.9814453125,3.2958984375,6.378173828125,64.483642578125,-15.6173706054688,-1.13677978515625,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-7.4462890625,3.814697265625,8.4228515625,40.740966796875,-8.11004638671875,1.19781494140625,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-8.1787109375,4.21142578125,10.040283203125,28.9077758789062,-4.1351318359375,-2.14385986328125,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-9.002685546875,4.45556640625,11.16943359375,26.1993408203125,-11.0397338867188,-0.93841552734375,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-9.58251953125,4.241943359375,11.871337890625,20.0576782226562,1.83868408203125,4.33349609375,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-9.94873046875,4.2724609375,12.420654296875,0.26702880859375,9.1094970703125,-3.5552978515625,E6A0DC8B-4BD7-45CE-9293-E4A9736747AD
tiltLeft,-1.0986328125,1.64794921875,1.15966796875,-1.6021728515625,2.17437744140625,3.753662109375,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-1.15966796875,1.64794921875,1.3427734375,22.2930908203125,-1.5411376953125,1.70135498046875,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-1.495361328125,1.739501953125,1.89208984375,27.9006958007812,-4.76837158203125,5.63812255859375,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-2.197265625,1.983642578125,2.288818359375,39.5660400390625,-4.3182373046875,-8.96453857421875,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-3.082275390625,2.105712890625,3.082275390625,61.1114501953125,-4.34112548828125,-5.68389892578125,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-4.119873046875,2.288818359375,4.08935546875,64.27001953125,-10.1699829101562,-5.92803955078125,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-5.462646484375,2.62451171875,5.462646484375,60.2493286132812,-14.862060546875,6.47735595703125,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-6.77490234375,2.960205078125,7.14111328125,53.009033203125,-6.683349609375,7.42340087890625,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-7.843017578125,3.448486328125,8.85009765625,44.8989868164062,-5.4779052734375,9.51385498046875,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltLeft,-8.9111328125,3.936767578125,10.467529296875,21.148681640625,1.0223388671875,-0.41961669921875,A82031BD-5225-4E66-990D-2A0C9AA206EE
tiltRight,-1.220703125,1.251220703125,1.251220703125,-1.01470947265625,1.06048583984375,1.67083740234375,A1060EE3-3FE4-4E18-8A70-B7431E6E856E
tiltRight,-1.0986328125,1.28173828125,0.9765625,-6.84356689453125,1.77001953125,8.148193359375,A1060EE3-3FE4-4E18-8A70-B7431E6E856E
tiltRight,-1.28173828125,1.28173828125,1.190185546875,-25.93994140625,1.54876708984375,14.3508911132812,A1060EE3-3FE4-4E18-8A70-B7431E6E856E
tiltRight,-0.823974609375,1.251220703125,0.79345703125,-53.741455078125,3.97491455078125,15.7928466796875,A1060EE3-3FE4-4E18-8A70-B7431E6E856E
tiltRight,0.244140625,1.15966796875,0.030517578125,-77.850341796875,3.326416015625,20.8892822265625,A1060EE3-3FE4-4E18-8A70-B7431E6E856E
tiltRight,1.739501953125,1.007080078125,-0.335693359375,-88.5848999023438,6.73675537109375,11.0321044921875,A1060EE3-3FE4-4E18-8A70-B7431E6E856E
